locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM0160,ndhA,NADH dehydrogenase I subunit NdhA (chain 1 or H),Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,5,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"ndhA :: NADH dehydrogenase I subunit NdhA (chain 1 or H) :: electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient","electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient",CK_Pro_MED4_00160 | TX50_RS00835 | WP_011131799.1 | nuoH,,,,,0,
PMM0164,trpB,"tryptophan synthase, beta subunit",Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"trpB :: tryptophan synthase, beta subunit :: The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine",The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine,CK_Pro_MED4_00164 | TX50_RS00855 | WP_011131803.1,,,,,0,
PMM0170,iscS2,cysteine desulfurase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,26,6,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,iscS2 :: cysteine desulfurase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00170 | TX50_RS00885 | WP_036930362.1,,,,,0,
PMM0173,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,6,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase :: Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl- CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA), a reaction involved in phylloquinone (vitamin K1) biosynthesis","Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl- CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA), a reaction involved in phylloquinone (vitamin K1) biosynthesis",CK_Pro_MED4_00173 | TX50_RS00900 | WP_011131812.1,,,,,0,
PMM0183,dgkA,prokaryotic diacylglycerol kinase family protein,Cell wall and membrane,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,dgkA :: prokaryotic diacylglycerol kinase family protein :: Diacylglycerol kinase,Diacylglycerol kinase,CK_Pro_MED4_00183 | Q7V3A0 | TX50_RS00950 | WP_011131822.1,,,,,0,
PMM0185,,beta-lactamase superfamily domain protein,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | ec | tigr_role,24,1,0,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,1,0,0,beta-lactamase superfamily domain protein :: of the beta-lactamase fold,of the beta-lactamase fold,CK_Pro_MED4_00185 | Q7V398 | TX50_RS00960 | WP_011131824.1,mascot_identification_probability,,,vesicle,1,numeric
PMM0191,spoT,"bifunctional GTP diphosphokinase / guanosine-3^,5^-bis(diphosphate) 3^-diphosphatase",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"spoT :: bifunctional GTP diphosphokinase / guanosine-3^,5^-bis(diphosphate) 3^-diphosphatase :: In eubacteria ppGpp (guanosine 3^-diphosphate 5^-diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance",In eubacteria ppGpp (guanosine 3^-diphosphate 5^-diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,CK_Pro_MED4_00191 | Q7TUG7 | TX50_RS00990 | WP_011131830.1,,,,,0,
PMM0194,rbgA,ribosome biogenesis GTPase A,Translation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,rbgA :: ribosome biogenesis GTPase A :: Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity,Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity,CK_Pro_MED4_00194 | Q7V391 | TX50_RS01005 | WP_011131833.1 | ylqF,,,,,0,
PMM0198,hisC/cobC,aminotransferase class I and II family protein,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,hisC/cobC :: aminotransferase class I and II family protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00198 | Q7V387 | TX50_RS01025 | WP_011131837.1 | cobC | hisC,,,,,0,
PMM0210,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,5,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00210 | Q7V375 | TX50_RS01085 | WP_011131849.1,,,,,0,
PMM0220,cp12,CP12 polypeptide,Photosynthesis,3,Prochlorococcus MED4,go_bp | pfam | cog_category | cyanorak_role | tigr_role,20,5,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,cp12 :: CP12 polypeptide :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00220 | TX50_RS09240 | WP_011131859.1,,,,,0,
PMM0223,psbA,photosystem II protein D1.1,Photosynthesis,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,36,8,6,21.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,"psbA :: photosystem II protein D1.1 :: Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors","Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors",CK_Pro_MED4_00223 | TX50_RS01150 | WP_011131862.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0224,aroC,chorismate synthase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,6,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,"aroC :: chorismate synthase :: Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system","Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system",CK_Pro_MED4_00224 | TX50_RS01155 | WP_011131863.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0236,crtR,fatty acid desaturase,Lipid metabolism,3,Prochlorococcus MED4,go_bp | pfam | cog_category | kegg | ec,36,9,5,10.0,Prochlorococcus,5,condition_comparison | diel,0,0,0,crtR :: fatty acid desaturase :: Beta-carotene hydroxylase,Beta-carotene hydroxylase,PMM1806 | TX50_RS01215 | WP_152556156.1,,,,,0,
PMM0237,,conserved hypothetical protein,Cell wall and membrane,1,Prochlorococcus MED4,pfam | cog_category,27,3,0,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00237 | TX50_RS01230 | WP_225866760.1,,,,,0,
PMM0241,glmM,phosphoglucosamine mutase,Cell wall and membrane,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,glmM :: phosphoglucosamine mutase :: Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate,Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate,CK_Pro_MED4_00241 | TX50_RS01250 | WP_011131879.1,,,,,0,
PMM0243,thyx,thymidylate synthase,Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,35,8,4,9.0,Prochlorococcus,3,condition_comparison | diel | time_course,6,0,0,"thyx :: thymidylate synthase :: Catalyzes the reductive methylation of 2^-deoxyuridine- 5^-monophosphate (dUMP) to 2^-deoxythymidine-5^-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant","Catalyzes the reductive methylation of 2^-deoxyuridine- 5^-monophosphate (dUMP) to 2^-deoxythymidine-5^-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant",CK_Pro_MED4_00243 | Q7V347 | TX50_RS01260 | WP_011131881.1 | thyX,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0244,dcd,deoxycytidine triphosphate deaminase,Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,36,6,5,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,dcd :: deoxycytidine triphosphate deaminase :: Belongs to the dCTP deaminase family,Belongs to the dCTP deaminase family,CK_Pro_MED4_00244 | Q7TUG4 | TX50_RS01265 | WP_011131882.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0245,cobO2,cob(I)alamin adenosyltransferase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,29,6,5,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,cobO2 :: cob(I)alamin adenosyltransferase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00245 | Q7V346 | TX50_RS01270 | WP_011131883.1,,,,,0,
PMM0246,ntcA,global nitrogen regulatory protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,27,14,3,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,ntcA :: global nitrogen regulatory protein :: Required for full expression of proteins subject to ammonium repression. Transcriptional activator of genes subject to nitrogen control,Required for full expression of proteins subject to ammonium repression. Transcriptional activator of genes subject to nitrogen control,CK_Pro_MED4_00246 | Q7TUG3 | TX50_RS01275 | WP_011131884.1,,,,,0,
PMM0247,sll1424,conserved hypothetical protein (DUF3084),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,24,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,sll1424 :: conserved hypothetical protein (DUF3084) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00247 | Q7V345 | TX50_RS01280 | WP_011131885.1,,,,,0,
PMM0257,pncC,nicotinamide-nucleotide amidase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,pncC :: nicotinamide-nucleotide amidase :: Belongs to the CinA family,Belongs to the CinA family,CK_Pro_MED4_00257 | TX50_RS01330 | WP_011131894.1,,,,,0,
PMM0258,glyA,serine hydroxymethyltransferase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,33,6,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,"glyA :: serine hydroxymethyltransferase :: Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism","Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",CK_Pro_MED4_00258 | TX50_RS01335 | WP_011131895.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0262,sfsA,sugar fermentation stimulation protein,Energy production,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,sfsA :: sugar fermentation stimulation protein :: Belongs to the SfsA family,Belongs to the SfsA family,CK_Pro_MED4_00262 | TX50_RS01360 | WP_011131899.1,,,,,0,
PMM0263,amt1,ammonium transporter,Central intermediary metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,31,12,2,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,amt1 :: ammonium transporter :: Ammonium transporter,Ammonium transporter,CK_Pro_MED4_00263 | Q7V330 | TX50_RS01365 | WP_011131900.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0264,lytB,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,1,4,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,lytB :: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase :: Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis,Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis,CK_Pro_MED4_00264 | TX50_RS01370 | WP_011131901.1,,,,,0,
