locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
HP15_3068,Marinobacter (MarRef v6),Marinobacter,nusA,transcription termination factor NusA,Transcription,2,1.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578293.1,True
HP15_3335,Marinobacter (MarRef v6),Marinobacter,hemB,porphobilinogen synthase,Coenzyme metabolism,2,1.0,informative_multi,3,42.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578521.1,True
HP15_3373,Marinobacter (MarRef v6),Marinobacter,cspA,cold-shock protein,Transcription,2,1.0,informative_multi,3,53.0,"Alteromonas, Marinobacter, Meiothermus, Pseudomonas, Ruegeria, Shewanella",WP_008172950.1,True
HP15_3649,Marinobacter (MarRef v6),Marinobacter,nrdA,ribonucleoside-diphosphate reductase subunit alpha,Nucleotide metabolism,2,1.0,informative_multi,3,44.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578798.1,True
HP15_388,Marinobacter (MarRef v6),Marinobacter,rpmC,50S ribosomal protein L29,Translation,2,1.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008174877.1,True
HP15_641,Marinobacter (MarRef v6),Marinobacter,metY,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,Amino acid metabolism,2,1.0,informative_multi,3,49.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus",WP_008176355.1,True
HP15_758,Marinobacter (MarRef v6),Marinobacter,rpsP,30S ribosomal protein S16,Translation,2,1.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008176245.1,True
M744_04015,Synechococcus elongatus UTEX 2973,Synechococcus,sphX,PstS family phosphate ABC transporter substrate-binding protein,Inorganic ion transport,2,1.0,informative_multi,3,7.0,Synechococcus,WP_011243971.1,True
M8001_12870,Pseudomonas putida KT2440,Pseudomonas,ansB,asparaginase,Amino acid metabolism,2,1.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Shewanella",WP_010953400.1,True
M8001_13950,Pseudomonas putida KT2440,Pseudomonas,,porin,Cell wall and membrane,2,1.0,informative_multi,3,4.0,"Alteromonas, Pseudomonas",WP_010953581.1,True
MIT1002_03528,Alteromonas macleodii MIT1002,Alteromonas,,hypothetical protein,Unknown,2,1.0,no_evidence,0,,,WP_014977495.1,True
PMM0263,Prochlorococcus MED4,Prochlorococcus,amt1,ammonium transporter,Central intermediary metabolism,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131900.1,True
PMM0337,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,1.0,catch_all_only,1,23.0,"Prochlorococcus, Synechococcus",WP_011131974.1,True
PMM0373,Prochlorococcus MED4,Prochlorococcus,cynS,cyanate hydratase,Central intermediary metabolism,2,1.0,informative_multi,3,10.0,"Prochlorococcus, Synechococcus",WP_011132010.1,True
PMM0689,Prochlorococcus MED4,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,2,1.0,informative_multi,3,9.0,Prochlorococcus,WP_011132323.1,True
PMM0741,Prochlorococcus MED4,Prochlorococcus,psb29,photosystem II repair protein Psb29,Stress response and adaptation,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132375.1,True
PMM0814,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,1.0,catch_all_only,1,8.0,Prochlorococcus,WP_225866777.1,True
PMM1145,Prochlorococcus MED4,Prochlorococcus,pntB,pyridine nucleotide transhydrogenase beta subunit,Coenzyme metabolism,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132778.1,True
PMM1289,Prochlorococcus MED4,Prochlorococcus,rpoD6,"RNA polymerase sigma factor, type II",Transcription,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132923.1,True
PMM1452,Prochlorococcus MED4,Prochlorococcus,atpD,ATP synthase delta chain,Photosynthesis,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133081.1,True
PMM1453,Prochlorococcus MED4,Prochlorococcus,atpF,ATP synthase subunit B,Photosynthesis,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133082.1,True
PMM1971,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,1.0,catch_all_only,1,9.0,Prochlorococcus,WP_173028032.1,True
PMM1990,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,1.0,catch_all_only,1,9.0,Prochlorococcus,WP_173028045.1,True
PMN2A_0437,Prochlorococcus NATL2A,Prochlorococcus,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",Stress response and adaptation,2,1.0,informative_multi,3,11.0,"Prochlorococcus, Synechococcus",WP_011294536.1,True
PMN2A_0440,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05215,outer membrane porin,Stress response and adaptation,2,1.0,informative_multi,3,79.0,"Prochlorococcus, Synechococcus",WP_011294539.1,True
PMN2A_0944,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS07935,RmlC-like cupin domain-containing protein,Unknown,2,1.0,catch_all_only,1,19.0,"Prochlorococcus, Synechococcus",WP_011295291.1,True
PMN2A_1057,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS08525,outer membrane porin,Stress response and adaptation,2,1.0,informative_multi,3,79.0,"Prochlorococcus, Synechococcus",WP_011295402.1,True
PMN2A_1298,Prochlorococcus NATL2A,Prochlorococcus,nirA,ferredoxin--nitrite reductase,Stress response and adaptation,2,1.0,informative_multi,3,13.0,"Prochlorococcus, Synechococcus",WP_011295642.1,True
PMN2A_1757,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS02250,outer membrane porin,Stress response and adaptation,2,1.0,informative_multi,3,79.0,"Prochlorococcus, Synechococcus",WP_011294390.1,True
PMN2A_1878,Prochlorococcus NATL2A,Prochlorococcus,csoS1A,carboxysome shell protein CsoS1A,Photosynthesis,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011130577.1,True
PMN2A_2049,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS10680,conserved hypothetical protein,Unknown,2,1.0,no_evidence,0,4.0,Prochlorococcus,WP_011295171.1,True
PMT0328,Prochlorococcus MIT9313,Prochlorococcus,,"possible bromodomain adjacent to zinc finger domain, 2B...",Unknown,2,1.0,no_evidence,0,1.0,Prochlorococcus,WP_011129707.1,True
PMT0498,Prochlorococcus MIT9313,Prochlorococcus,,putative gram-negative pili assembly chaperone,Stress response and adaptation,2,1.0,informative_single,2,7.0,Prochlorococcus,,False
PMT1571,Prochlorococcus MIT9313,Prochlorococcus,,hypothetical protein,Unknown,2,1.0,no_evidence,0,1.0,Prochlorococcus,,False
PMT1742,Prochlorococcus MIT9313,Prochlorococcus,rplN,50S ribosomal protein L14,Translation,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131109.1,True
PMT9312_0356,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein family PM-17,Unknown,2,1.0,catch_all_only,1,20.0,Prochlorococcus,WP_011375917.1,True
PMT9312_0721,Prochlorococcus MIT9312,Prochlorococcus,,outer membrane porin,Stress response and adaptation,2,1.0,informative_multi,3,79.0,"Prochlorococcus, Synechococcus",WP_011376276.1,True
PMT9312_1228,Prochlorococcus MIT9312,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,2,1.0,informative_multi,3,31.0,Prochlorococcus,WP_011376777.1,True
PMT_1479,Prochlorococcus MIT9313,Prochlorococcus,,protein of unknown function DUF4278,Unknown,2,1.0,informative_single,2,3.0,"Prochlorococcus, Synechococcus",WP_011130847.1,True
PMT_2573,Prochlorococcus MIT9313,Prochlorococcus,,Hypothetical protein,Unknown,2,1.0,no_evidence,0,1.0,Prochlorococcus,,False
Pro0418,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,mqoA,malate:quinone oxidoreductase,Carbohydrate metabolism,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124573.1,True
SPO1210,Ruegeria pomeroyi DSS-3,Ruegeria,,ABC transporter substrate-binding protein,Amino acid metabolism,2,1.0,informative_multi,3,1.0,Ruegeria,WP_011046953.1,True
SPO2231,Ruegeria pomeroyi DSS-3,Ruegeria,,bactofilin family protein,Cell wall and membrane,2,1.0,informative_multi,3,1.0,Ruegeria,WP_011047953.1,True
SPO3705,Ruegeria pomeroyi DSS-3,Ruegeria,,substrate-binding domain-containing protein,Amino acid metabolism,2,1.0,informative_multi,3,1.0,Ruegeria,WP_011049383.1,True
SYNPCC7002_E0006,Synechococcus PCC 7002,Picosynechococcus,,hypothetical protein,Unknown,2,1.0,no_evidence,0,,,WP_012308512.1,True
SYNW1780,Synechococcus WH8102,Parasynechococcus,argB,acetylglutamate kinase,Amino acid metabolism,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128640.1,True
Sputw3181_2878,Shewanella sp. W3-18-1,Shewanella,,hypothetical protein,Unknown,2,1.0,catch_all_only,1,1.0,Shewanella,WP_011790149.1,True
SynWH7803_0353,Synechococcus WH7803,Synechococcus,psbO,photosystem II manganese-stabilizing protein PsbO,Photosynthesis,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932278.1,True
SynWH7803_0582,Synechococcus WH7803,Synechococcus,pdhC,"pyruvate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component",Carbohydrate metabolism,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932494.1,True
SynWH7803_0866,Synechococcus WH7803,Synechococcus,ggt,gamma-glutamyltranspeptidase,Coenzyme metabolism,2,1.0,informative_multi,3,4.0,"Prochlorococcus, Synechococcus",WP_011932774.1,True
SynWH7803_1093,Synechococcus WH7803,Synechococcus,,conserved hypothetical protein,Unknown,2,1.0,catch_all_only,1,11.0,"Prochlorococcus, Synechococcus",WP_041428473.1,True
SynWH7803_2418,Synechococcus WH7803,Synechococcus,rplI,50S ribosomal protein L9,Translation,2,1.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011934304.1,True
TX50_RS09260,Prochlorococcus MED4,Prochlorococcus,,DUF4278 domain-containing protein,Unknown,2,1.0,informative_single,2,26.0,Prochlorococcus,WP_071812974.1,True
ACZ81_08845,Alteromonas macleodii HOT1A3,Alteromonas,ahpF,alkyl hydroperoxide reductase subunit F,Post-translational modification,2,2.0,informative_multi,3,10.0,Alteromonas,WP_061485746.1,True
ACZ81_17215,Alteromonas macleodii HOT1A3,Alteromonas,,FG-GAP-like repeat-containing protein,Cell wall and membrane,2,2.0,informative_multi,3,11.0,"Alteromonas, Synechococcus",WP_158511557.1,True
BL107_08514,Synechococcus sp. BL107,Synechococcus,adk,adenylate kinase,Nucleotide metabolism,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_009788917.1,True
DEH24_14245,Alteromonas (MarRef v6),Alteromonas,argG,argininosuccinate synthase,Amino acid metabolism,2,2.0,informative_multi,3,10.0,Alteromonas,HBY40581.1,True
DEH24_16630,Alteromonas (MarRef v6),Alteromonas,serA,phosphoglycerate dehydrogenase,Amino acid metabolism,2,2.0,informative_multi,3,12.0,Alteromonas,HBY41054.1,True
EZ55_00205,Alteromonas macleodii EZ55,Alteromonas,galK,galactokinase,Carbohydrate metabolism,2,2.0,informative_multi,3,10.0,Alteromonas,WP_014947879.1,True
EZ55_01060,Alteromonas macleodii EZ55,Alteromonas,flaA,flagellin N-terminal helical domain-containing protein,Cell motility,2,2.0,informative_multi,3,29.0,Alteromonas,WP_014975883.1,True
EZ55_01737,Alteromonas macleodii EZ55,Alteromonas,,glutathione S-transferase family protein,Post-translational modification,2,2.0,informative_multi,3,6.0,Alteromonas,WP_156086301.1,True
EZ55_01828,Alteromonas macleodii EZ55,Alteromonas,,DUF547 domain-containing protein,Unknown,2,2.0,informative_single,2,7.0,Alteromonas,WP_061485756.1,True
EZ55_02117,Alteromonas macleodii EZ55,Alteromonas,fecA,TonB-dependent receptor family protein,Inorganic ion transport,2,2.0,informative_multi,3,6.0,"Alteromonas, Pseudomonas, Shewanella",WP_020745975.1,True
EZ55_02347,Alteromonas macleodii EZ55,Alteromonas,,DUF1852 domain-containing protein,Unknown,2,2.0,informative_single,2,9.0,Alteromonas,WP_014949789.1,True
EZ55_02929,Alteromonas macleodii EZ55,Alteromonas,,marine proteobacterial sortase target protein,Unknown,2,2.0,informative_multi,3,8.0,Alteromonas,WP_156086745.1,True
EZ55_03068,Alteromonas macleodii EZ55,Alteromonas,,hypothetical protein,Unknown,2,2.0,informative_single,2,10.0,Alteromonas,WP_014950448.1,True
EZ55_03522,Alteromonas macleodii EZ55,Alteromonas,katB,catalase,Energy production,2,2.0,informative_multi,3,10.0,Alteromonas,WP_273070703.1,True
EZ55_04248,Alteromonas macleodii EZ55,Alteromonas,benA,"benzoate 1,2-dioxygenase large subunit",Inorganic ion transport,2,2.0,informative_multi,3,1.0,Alteromonas,WP_156087404.1,True
HP15_2351,Marinobacter (MarRef v6),Marinobacter,sodB,superoxide dismutase [Fe],Inorganic ion transport,2,2.0,informative_multi,3,22.0,"Alteromonas, Marinobacter, Meiothermus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014577657.1,True
HP15_275,Marinobacter (MarRef v6),Marinobacter,glnK,P-II family nitrogen regulator,Transcription,2,2.0,informative_multi,3,78.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008173268.1,True
HP15_3028,Marinobacter (MarRef v6),Marinobacter,dctP,TRAP transporter substrate-binding protein DctP,Secondary metabolites,2,2.0,informative_multi,3,15.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Ruegeria, Shewanella, Synechococcus",WP_041645585.1,True
HP15_3031,Marinobacter (MarRef v6),Marinobacter,artJ,transporter substrate-binding domain-containing protein,Amino acid metabolism,2,2.0,informative_multi,3,238.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578262.1,True
HP15_3216,Marinobacter (MarRef v6),Marinobacter,ppa,inorganic diphosphatase,Energy production,2,2.0,informative_multi,3,60.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Synechococcus, Thermosynechococcus",WP_014578423.1,True
HP15_3286,Marinobacter (MarRef v6),Marinobacter,rpe,ribulose-phosphate 3-epimerase,Carbohydrate metabolism,2,2.0,informative_multi,3,41.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008173385.1,True
HP15_3453,Marinobacter (MarRef v6),Marinobacter,cysK,cysteine synthase A,Amino acid metabolism,2,2.0,informative_multi,3,84.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578627.1,True
HP15_3552,Marinobacter (MarRef v6),Marinobacter,,ribonuclease R family protein,Transcription,2,2.0,informative_multi,3,71.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578706.1,True
HP15_3708,Marinobacter (MarRef v6),Marinobacter,gabT,4-aminobutyrate--2-oxoglutarate transaminase,Amino acid metabolism,2,2.0,informative_multi,3,12.0,"Marinobacter, Meiothermus, Pseudomonas, Ruegeria, Shewanella, Synechococcus",WP_014578841.1,True
HP15_764,Marinobacter (MarRef v6),Marinobacter,hom,homoserine dehydrogenase,Amino acid metabolism,2,2.0,informative_multi,3,29.0,"Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Synechococcus, Thermosynechococcus",WP_014576269.1,True
MIT1002_00930,Alteromonas macleodii MIT1002,Alteromonas,,DUF3718 domain-containing protein,Unknown,2,2.0,informative_single,2,10.0,Alteromonas,WP_014948465.1,True
MIT1002_03521,Alteromonas macleodii MIT1002,Alteromonas,,S8 family peptidase,Post-translational modification,2,2.0,informative_multi,3,15.0,Alteromonas,WP_049586980.1,True
PMM0042,Prochlorococcus MED4,Prochlorococcus,flv1,flavoprotein involved in Mehler reaction,Carbohydrate metabolism,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131680.1,True
PMM0208,Prochlorococcus MED4,Prochlorococcus,eno,enolase,Carbohydrate metabolism,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131847.1,True
PMM0544,Prochlorococcus MED4,Prochlorococcus,chlB,"light-independent protochlorophyllide reductase, B subunit",Coenzyme metabolism,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132179.1,True
PMM0768,Prochlorococcus MED4,Prochlorococcus,hemA,glutamyl-tRNA reductase,Coenzyme metabolism,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132402.1,True
PMM1041,Prochlorococcus MED4,Prochlorococcus,,RmlC-like cupin domain-containing protein,Central intermediary metabolism,2,2.0,informative_single,2,11.0,"Prochlorococcus, Synechococcus",WP_036930329.1,True
PMM1352,Prochlorococcus MED4,Prochlorococcus,petF,2Fe-2S ferredoxin,Stress response and adaptation,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132986.1,True
PMM1374,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,2.0,catch_all_only,1,9.0,Prochlorococcus,WP_011133008.1,True
PMM1451,Prochlorococcus MED4,Prochlorococcus,atpA,ATP synthase alpha chain,Photosynthesis,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133080.1,True
PMM1454,Prochlorococcus MED4,Prochlorococcus,atpG,ATP synthase B^,Photosynthesis,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133083.1,True
PMM1462,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,2.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011133090.1,True
PMM1524,Prochlorococcus MED4,Prochlorococcus,psaA,photosystem I core protein PsaA,Photosynthesis,2,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133152.1,True
PMM1538,Prochlorococcus MED4,Prochlorococcus,rpmJ,50S ribosomal protein L36,Translation,2,2.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011133166.1,True
PMM1671,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,2.0,catch_all_only,1,18.0,"Prochlorococcus, Synechococcus",WP_011133298.1,True
PMM1711,Prochlorococcus MED4,Prochlorococcus,sps,sucrose phosphate synthase,Carbohydrate metabolism,2,2.0,informative_multi,3,10.0,Prochlorococcus,WP_036930715.1,True
PMM1910,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,2,2.0,catch_all_only,1,10.0,Prochlorococcus,WP_173027997.1,True
PMM1985,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,2,2.0,catch_all_only,1,9.0,Prochlorococcus,WP_173028041.1,True
PMM1999,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,2,2.0,no_evidence,0,2.0,Prochlorococcus,,False
PMN2A_0441,Prochlorococcus NATL2A,Prochlorococcus,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,2,2.0,informative_multi,3,28.0,"Prochlorococcus, Synechococcus",WP_011294540.1,True
PMN2A_0500,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS10100,conserved hypothetical protein,Unknown,2,2.0,no_evidence,0,3.0,Prochlorococcus,WP_225866287.1,True
